Cidade,Ano,Mês,y_true,yhat_mlp,data_ref
Nova Iguaçu de Goiás,2024,10,15.25,12.843207359313965,2024-10-01
Aloândia,2024,10,2.8,6.079571723937988,2024-10-01
Nova Roma,2024,10,34.72,25.22420883178711,2024-10-01
Mossâmedes,2024,10,14.56,13.164044380187988,2024-10-01
Bela Vista de Goiás,2024,10,450.38,131.48883056640625,2024-10-01
Campo Limpo de Goiás,2024,10,99.0,54.87281799316406,2024-10-01
Bonópolis,2024,10,56.0,46.96234130859375,2024-10-01
Morro Agudo de Goiás,2024,10,8.26,22.884302139282227,2024-10-01
Arenópolis,2024,10,40.0,36.82111740112305,2024-10-01
Morrinhos,2024,10,329.24,224.8576202392578,2024-10-01
Professor Jamil,2024,10,6.0,26.404338836669922,2024-10-01
Nova Veneza,2024,10,42.22,56.563297271728516,2024-10-01
Caldas Novas,2024,10,1181.45,453.36151123046875,2024-10-01
Mozarlândia,2024,10,293.62,73.59945678710938,2024-10-01
Nova Glória,2024,10,75.0,9.433270454406738,2024-10-01
Planaltina,2024,10,303.82,90.53160858154297,2024-10-01
Mundo Novo,2024,10,60.22,49.13591384887695,2024-10-01
Porangatu,2024,10,560.38,75.86190795898438,2024-10-01
Niquelândia,2024,10,282.76,80.60639190673828,2024-10-01
Pontalina,2024,10,170.21,63.57889175415039,2024-10-01
Nova América,2024,10,41.0,26.50653076171875,2024-10-01
Nazário,2024,10,26.98,63.22031784057617,2024-10-01
Bom Jardim de Goiás,2024,10,89.0,43.82940673828125,2024-10-01
Americano do Brasil,2024,10,16.09,42.05084228515625,2024-10-01
Campos Belos,2024,10,13.44,55.27577590942383,2024-10-01
Mutunópolis,2024,10,29.41,42.05527114868164,2024-10-01
Nova Aurora,2024,10,5.0,33.56349563598633,2024-10-01
Porteirão,2024,10,24.0,34.4289665222168,2024-10-01
Campestre de Goiás,2024,10,40.32,37.879722595214844,2024-10-01
Bonfinópolis,2024,10,24.5,46.279170989990234,2024-10-01
Nova Crixás,2024,10,1164.32,88.80552673339844,2024-10-01
Araguapaz,2024,10,141.16,31.000743865966797,2024-10-01
Campo Alegre de Goiás,2024,10,4.0,62.74831008911133,2024-10-01
Campinorte,2024,10,235.3,23.910140991210938,2024-10-01
Buriti Alegre,2024,10,265.66,56.323787689208984,2024-10-01
Acreúna,2024,10,418.28,70.8594970703125,2024-10-01
Quirinópolis,2024,10,594.99,247.34523010253906,2024-10-01
Alvorada do Norte,2024,10,1085.0,47.99974822998047,2024-10-01
Padre Bernardo,2024,10,563.16,94.34632110595703,2024-10-01
Rio Quente,2024,10,40.25,55.89934158325195,2024-10-01
Caçu,2024,10,93.28,52.84025955200195,2024-10-01
Avelinópolis,2024,10,67.0,36.30613708496094,2024-10-01
Barro Alto,2024,10,25.0,42.834014892578125,2024-10-01
Castelândia,2024,10,15.84,26.017070770263672,2024-10-01
Palestina de Goiás,2024,10,27.9,38.60964584350586,2024-10-01
Leopoldo de Bulhões,2024,10,76.0,47.324310302734375,2024-10-01
Cachoeira Dourada,2024,10,28.96,35.28300094604492,2024-10-01
Baliza,2024,10,10.0,36.88924789428711,2024-10-01
Jussara,2024,10,202.77,103.18152618408203,2024-10-01
Castelândia,2024,10,15.84,26.017070770263672,2024-10-01
Cachoeira de Goiás,2024,10,15.0,32.70917892456055,2024-10-01
Rio Verde,2024,10,1560.55,1158.315673828125,2024-10-01
Luziânia,2024,10,687.93,386.06549072265625,2024-10-01
Abadiânia,2024,10,223.7,59.99164962768555,2024-10-01
Ouvidor,2024,10,16.3,282.95697021484375,2024-10-01
Rianápolis,2024,10,68.0,24.540708541870117,2024-10-01
Novo Gama,2024,10,35.04,96.87882995605469,2024-10-01
Campos Verdes,2024,10,6.0,21.851062774658203,2024-10-01
Caldas Novas,2024,10,1181.45,453.36151123046875,2024-10-01
Brazabrantes,2024,10,13.92,33.15950012207031,2024-10-01
Alto Paraíso de Goiás,2024,10,39.0,30.192041397094727,2024-10-01
Mara Rosa,2024,10,83.68,76.0137710571289,2024-10-01
Novo Planalto,2024,10,17.1,24.62726593017578,2024-10-01
Marzagão,2024,10,20.0,32.034523010253906,2024-10-01
Orizona,2024,10,124.99,81.60564422607422,2024-10-01
Alto Horizonte,2024,10,158.2,44.6738166809082,2024-10-01
Aporé,2024,10,2.3,44.19900894165039,2024-10-01
Caiapônia,2024,10,45.0,119.70310974121094,2024-10-01
Ouro Verde de Goiás,2024,10,19.04,31.171932220458984,2024-10-01
Aragoiânia,2024,10,131.09,44.309757232666016,2024-10-01
Carmo do Rio Verde,2024,10,44.0,28.16889190673828,2024-10-01
Amaralina,2024,10,7.0,41.33298110961914,2024-10-01
Águas Lindas de Goiás,2024,10,271.78,181.99325561523438,2024-10-01
Britânia,2024,10,81.92,48.644962310791016,2024-10-01
Caturaí,2024,10,49.46,39.5258903503418,2024-10-01
Damolândia,2024,10,4.56,41.3692512512207,2024-10-01
Formosa,2024,10,469.91,224.64918518066406,2024-10-01
Goiânia,2024,10,7085.11,4373.91064453125,2024-10-01
São João D'Aliança,2024,10,10.08,38.50229263305664,2024-10-01
Davinópolis,2024,10,4.48,13.093770027160645,2024-10-01
Flores de Goiás,2024,10,281.0,69.1954574584961,2024-10-01
Uruana,2024,10,58.0,-1.0436031818389893,2024-10-01
Cidade Ocidental,2024,10,205.76,79.8530502319336,2024-10-01
Goianira,2024,10,152.68,117.23157501220703,2024-10-01
Diorama,2024,10,22.45,38.9774284362793,2024-10-01
Itaberaí,2024,10,385.28,212.5800323486328,2024-10-01
Senador Canedo,2024,10,935.87,364.5718688964844,2024-10-01
Itajá,2024,10,15.0,44.0860481262207,2024-10-01
Firminópolis,2024,10,78.73,60.910438537597656,2024-10-01
Fazenda Nova,2024,10,14.6,42.74372482299805,2024-10-01
Santo Antônio da Barra,2024,10,4.0,30.94082260131836,2024-10-01
Iaciara,2024,10,80.8,14.547616004943848,2024-10-01
Varjão,2024,10,81.6,37.457523345947266,2024-10-01
Cromínia,2024,10,131.0,39.01270294189453,2024-10-01
Goiás,2024,10,329.19,75.9139633178711,2024-10-01
Serranópolis,2024,10,18.92,69.95492553710938,2024-10-01
Faina,2024,10,102.0,32.181297302246094,2024-10-01
Goiatuba,2024,10,256.22,121.62652587890625,2024-10-01
Corumbá de Goiás,2024,10,49.42,49.28785705566406,2024-10-01
Itaguaru,2024,10,19.0,-12.713007926940918,2024-10-01
Santa Isabel,2024,10,8.0,25.34417724609375,2024-10-01
Inaciolândia,2024,10,93.54,26.076480865478516,2024-10-01
Trindade,2024,10,1111.06,261.5322265625,2024-10-01
Santa Rita do Araguaia,2024,10,77.0,27.459442138671875,2024-10-01
Trombas,2024,10,38.96,7.582737922668457,2024-10-01
Santa Tereza de Goiás,2024,10,19.0,9.6915864944458,2024-10-01
Aparecida de Goiânia,2024,10,3299.37,994.2196044921875,2024-10-01
São Miguel do Passa Quatro,2024,10,33.0,45.78736114501953,2024-10-01
Ipameri,2024,10,563.04,112.97079467773438,2024-10-01
Goiandira,2024,10,46.0,36.11452865600586,2024-10-01
Goianápolis,2024,10,33.48,52.12959671020508,2024-10-01
Turvânia,2024,10,65.0,43.86692810058594,2024-10-01
Ipiranga de Goiás,2024,10,10.0,25.355745315551758,2024-10-01
Goianésia,2024,10,541.8,103.1624526977539,2024-10-01
Crixás,2024,10,111.34,86.18506622314453,2024-10-01
Iporá,2024,10,413.86,90.8796615600586,2024-10-01
Cocalzinho de Goiás,2024,10,1037.85,75.10688018798828,2024-10-01
São Patrício,2024,10,34.0,33.62571334838867,2024-10-01
Santa Terezinha de Goiás,2024,10,43.4,1.1811950206756592,2024-10-01
Gameleira de Goiás,2024,10,159.0,42.321807861328125,2024-10-01
Urutaí,2024,10,32.8,42.070316314697266,2024-10-01
São Miguel do Araguaia,2024,10,282.06,94.58917999267578,2024-10-01
Damianópolis,2024,10,10.0,-10.115328788757324,2024-10-01
Formoso,2024,10,13.0,17.495676040649414,2024-10-01
Santa Rosa de Goiás,2024,10,4.5,8.091641426086426,2024-10-01
Turvelândia,2024,10,9.4,54.5828742980957,2024-10-01
Córrego do Ouro,2024,10,9.0,41.69778060913086,2024-10-01
Indiara,2024,10,112.73,79.03699493408203,2024-10-01
Araçu,2024,10,24.32,31.492382049560547,2024-10-01
São Simão,2024,10,208.27,87.10244750976562,2024-10-01
Israelândia,2024,10,53.84,42.734031677246094,2024-10-01
Hidrolina,2024,10,31.62,23.082111358642578,2024-10-01
Água Limpa,2024,10,27.36,37.2231559753418,2024-10-01
Cristalina,2024,10,178.48,361.56500244140625,2024-10-01
Anápolis,2024,10,2319.91,1119.8720703125,2024-10-01
Hidrolândia,2024,10,371.31,94.62368774414062,2024-10-01
Uirapuru,2024,10,5.0,16.955249786376953,2024-10-01
Montes Claros de Goiás,2024,10,65.56,50.660152435302734,2024-10-01
Doverlândia,2024,10,34.08,46.37009811401367,2024-10-01
Guapó,2024,10,86.7,60.83909225463867,2024-10-01
São Domingos,2024,10,55.2,50.93143081665039,2024-10-01
Três Ranchos,2024,10,82.56,35.97579574584961,2024-10-01
Heitoraí,2024,10,14.48,38.48439407348633,2024-10-01
Itapuranga,2024,10,91.82,62.26424789428711,2024-10-01
Santa Fé de Goiás,2024,10,22.0,2.07940936088562,2024-10-01
Taquaral de Goiás,2024,10,39.5,37.80765151977539,2024-10-01
Corumbaíba,2024,10,114.24,94.67805480957031,2024-10-01
Maurilândia,2024,10,43.55,47.12075424194336,2024-10-01
Mineiros,2024,10,221.95,443.15802001953125,2024-10-01
Itarumã,2024,10,6028.48,51.896728515625,2024-10-01
Minaçu,2024,10,183.28,97.8043441772461,2024-10-01
Aparecida do Rio Doce,2024,10,4.0,23.57284927368164,2024-10-01
Itauçu,2024,10,49.0,34.18046569824219,2024-10-01
Mimoso de Goiás,2024,10,600.0,18.23554801940918,2024-10-01
Guarinos,2024,10,14.82,22.452844619750977,2024-10-01
Uruaçu,2024,10,344.11,66.39932250976562,2024-10-01
Terezópolis de Goiás,2024,10,1052.9,36.48823928833008,2024-10-01
Santo Antônio do Descoberto,2024,10,105.24,95.59387969970703,2024-10-01
Ceres,2024,10,258.46,49.41359329223633,2024-10-01
Anicuns,2024,10,83.55,58.3516731262207,2024-10-01
Santa Helena de Goiás,2024,10,363.01,101.1877670288086,2024-10-01
Vianópolis,2024,10,195.4,63.719234466552734,2024-10-01
Santo Antônio de Goiás,2024,10,60.84,40.01528549194336,2024-10-01
Chapadão do Céu,2024,10,100.46,57.10758590698242,2024-10-01
Estrela do Norte,2024,10,15.0,23.56891632080078,2024-10-01
São Francisco de Goiás,2024,10,9.48,43.87278366088867,2024-10-01
Água Fria de Goiás,2024,10,26.74,70.84404754638672,2024-10-01
Itapaci,2024,10,94.67,47.25211715698242,2024-10-01
Edealina,2024,10,106.64,107.7689437866211,2024-10-01
Montividiu,2024,10,221.97,85.62004852294922,2024-10-01
Gouvelândia,2024,10,75.35,36.40167999267578,2024-10-01
Cocalzinho de Goiás,2024,10,1037.85,75.10688018798828,2024-10-01
Itapirapuã,2024,10,61.0,-3.325629472732544,2024-10-01
Cezarina,2024,10,86.35,134.1598358154297,2024-10-01
Silvânia,2024,10,244.54,85.87822723388672,2024-10-01
Crixás,2024,11,145.0,198.52859497070312,2024-11-01
Americano do Brasil,2024,11,69.92,64.67945098876953,2024-11-01
Aparecida do Rio Doce,2024,11,10.0,94.72967529296875,2024-11-01
Goiatuba,2024,11,236.83,187.71072387695312,2024-11-01
Uruaçu,2024,11,342.29,134.31065368652344,2024-11-01
São Francisco de Goiás,2024,11,20.0,42.81246566772461,2024-11-01
Bonópolis,2024,11,3.99,66.09349060058594,2024-11-01
Goiânia,2024,11,7455.77,5318.15185546875,2024-11-01
Uirapuru,2024,11,10.0,24.74163055419922,2024-11-01
Campestre de Goiás,2024,11,10.5,29.819355010986328,2024-11-01
Goiandira,2024,11,105.58,52.1125602722168,2024-11-01
Cristalina,2024,11,108.3,607.6883544921875,2024-11-01
Nova Veneza,2024,11,28.0,54.9616813659668,2024-11-01
Planaltina,2024,11,2213.22,158.30784606933594,2024-11-01
Nova América,2024,11,10.56,48.99898147583008,2024-11-01
Goianira,2024,11,358.53,139.44921875,2024-11-01
Cromínia,2024,11,11.0,34.52823257446289,2024-11-01
Campinorte,2024,11,84.34,34.279693603515625,2024-11-01
Goianésia,2024,11,1423.93,196.81529235839844,2024-11-01
Aloândia,2024,11,3005.0,9.617817878723145,2024-11-01
Gouvelândia,2024,11,31.72,58.5766716003418,2024-11-01
São João da Paraúna,2024,11,10.56,25.748645782470703,2024-11-01
Nerópolis,2024,11,72.86,116.59196472167969,2024-11-01
Nova Crixás,2024,11,78.4,151.5906524658203,2024-11-01
Adelândia,2024,11,17.84,39.40634536743164,2024-11-01
Guapó,2024,11,108.74,67.13632202148438,2024-11-01
São Miguel do Araguaia,2024,11,237.88,80.9347152709961,2024-11-01
Caldazinha,2024,11,11.0,31.705921173095703,2024-11-01
Nova Iguaçu de Goiás,2024,11,36.68,22.674636840820312,2024-11-01
Goiás,2024,11,166.0,108.30685424804688,2024-11-01
São Domingos,2024,11,2.25,39.2237663269043,2024-11-01
Nazário,2024,11,31.0,82.03465270996094,2024-11-01
Bom Jardim de Goiás,2024,11,35.92,91.50804901123047,2024-11-01
Cristianópolis,2024,11,93.22,11.449185371398926,2024-11-01
Nova Glória,2024,11,30.13,12.418858528137207,2024-11-01
Porangatu,2024,11,527.08,143.33523559570312,2024-11-01
Turvelândia,2024,11,18.0,73.92263793945312,2024-11-01
Niquelândia,2024,11,214.92,157.2627716064453,2024-11-01
Corumbaíba,2024,11,33.0,142.40512084960938,2024-11-01
Bonfinópolis,2024,11,52.12,51.4857063293457,2024-11-01
Água Limpa,2024,11,3.0,35.525333404541016,2024-11-01
Ceres,2024,11,184.9,77.4389419555664,2024-11-01
São Miguel do Passa Quatro,2024,11,36.0,56.243282318115234,2024-11-01
Cabeceiras,2024,11,1000.0,37.49583053588867,2024-11-01
Silvânia,2024,11,63.8,111.27759552001953,2024-11-01
Pires do Rio,2024,11,902.86,347.6385192871094,2024-11-01
Montividiu,2024,11,10.0,93.55706024169922,2024-11-01
Edealina,2024,11,25.0,150.8001251220703,2024-11-01
Panamá,2024,11,1017.6,10.977360725402832,2024-11-01
Cachoeira Alta,2024,11,23.4,80.0896224975586,2024-11-01
Paranaiguara,2024,11,17.88,64.3276596069336,2024-11-01
Estrela do Norte,2024,11,13.98,20.71381378173828,2024-11-01
Palmelo,2024,11,4.4,-1.4008285999298096,2024-11-01
Edéia,2024,11,59.91,30.169925689697266,2024-11-01
Trindade,2024,11,768.15,423.29486083984375,2024-11-01
Faina,2024,11,12.98,65.46110534667969,2024-11-01
Aruanã,2024,11,211.14,103.14789581298828,2024-11-01
Serranópolis,2024,11,36.25,88.38998413085938,2024-11-01
Buriti Alegre,2024,11,28.27,103.95220184326172,2024-11-01
Palminópolis,2024,11,18.72,50.34465408325195,2024-11-01
Palmeiras de Goiás,2024,11,203.73,250.8858642578125,2024-11-01
Matrinchã,2024,11,1005.0,67.91226196289062,2024-11-01
Buriti de Goiás,2024,11,131.0,53.73860549926758,2024-11-01
Abadia de Goiás,2024,11,301.57,42.68021774291992,2024-11-01
Piranhas,2024,11,29.78,85.735107421875,2024-11-01
Terezópolis de Goiás,2024,11,110.0,46.32223129272461,2024-11-01
Buritinópolis,2024,11,3.0,45.23082733154297,2024-11-01
Minaçu,2024,11,216.27,97.82984161376953,2024-11-01
Piracanjuba,2024,11,144.69,132.6991729736328,2024-11-01
Mineiros,2024,11,445.76,541.80078125,2024-11-01
Paraúna,2024,11,60.72,150.63906860351562,2024-11-01
Maurilândia,2024,11,117.3,46.135807037353516,2024-11-01
Taquaral de Goiás,2024,11,21.8,27.465351104736328,2024-11-01
Petrolina de Goiás,2024,11,36.24,51.065128326416016,2024-11-01
Três Ranchos,2024,11,110.2,38.877872467041016,2024-11-01
Pirenópolis,2024,11,116.25,111.39259338378906,2024-11-01
Sítio D'Abadia,2024,11,75.0,64.42996978759766,2024-11-01
Montes Claros de Goiás,2024,11,98.69,88.4128189086914,2024-11-01
Anicuns,2024,11,74.48,89.45870971679688,2024-11-01
Alexânia,2024,11,58.76,133.52716064453125,2024-11-01
Caldas Novas,2024,11,1284.18,698.5687255859375,2024-11-01
Baliza,2024,11,8.0,83.09740447998047,2024-11-01
Fazenda Nova,2024,11,74.88,41.559871673583984,2024-11-01
São Simão,2024,11,279.52,100.02980041503906,2024-11-01
Alto Horizonte,2024,11,149.01,46.814640045166016,2024-11-01
Santo Antônio do Descoberto,2024,11,222.3,121.23023223876953,2024-11-01
Orizona,2024,11,102.0,106.31886291503906,2024-11-01
Gameleira de Goiás,2024,11,56.5,65.46369171142578,2024-11-01
Novo Planalto,2024,11,45.08,26.235280990600586,2024-11-01
Alto Paraíso de Goiás,2024,11,6.0,25.989376068115234,2024-11-01
Caiapônia,2024,11,7.42,147.06588745117188,2024-11-01
São Patrício,2024,11,19.0,21.227069854736328,2024-11-01
Turvânia,2024,11,56.5,62.887699127197266,2024-11-01
Caldas Novas,2024,11,1284.18,698.5687255859375,2024-11-01
Goianápolis,2024,11,38.82,57.92227554321289,2024-11-01
Novo Gama,2024,11,136.3,103.9638442993164,2024-11-01
Aparecida de Goiânia,2024,11,2439.92,1678.6910400390625,2024-11-01
Novo Brasil,2024,11,18.2,68.70523834228516,2024-11-01
Acreúna,2024,11,406.43,93.3919448852539,2024-11-01
Brazabrantes,2024,11,33.0,43.019161224365234,2024-11-01
Cachoeira de Goiás,2024,11,40.0,41.591312408447266,2024-11-01
Ouro Verde de Goiás,2024,11,8.0,55.75203323364258,2024-11-01
Trombas,2024,11,10.0,7.575318336486816,2024-11-01
Doverlândia,2024,11,34.06,52.57810592651367,2024-11-01
Cachoeira Dourada,2024,11,64.91,42.42595291137695,2024-11-01
Firminópolis,2024,11,81.22,78.87937927246094,2024-11-01
Palestina de Goiás,2024,11,3.0,51.500118255615234,2024-11-01
Avelinópolis,2024,11,14.0,24.446910858154297,2024-11-01
Senador Canedo,2024,11,652.39,668.45751953125,2024-11-01
Diorama,2024,11,36.0,46.45869827270508,2024-11-01
Formoso,2024,11,10.0,12.1442232131958,2024-11-01
Caçu,2024,11,31.0,73.35031127929688,2024-11-01
Padre Bernardo,2024,11,184.2,124.10213470458984,2024-11-01
Alvorada do Norte,2024,11,77.0,66.81884002685547,2024-11-01
Davinópolis,2024,11,5.13,70.7612533569336,2024-11-01
Formosa,2024,11,381.59,354.8810729980469,2024-11-01
Ouvidor,2024,11,21.76,451.4216003417969,2024-11-01
Britânia,2024,11,42.16,92.67388916015625,2024-11-01
Amaralina,2024,11,25.0,59.02725601196289,2024-11-01
Flores de Goiás,2024,11,7.23,19.236371994018555,2024-11-01
Araguapaz,2024,11,111.59,32.485435485839844,2024-11-01
Pontalina,2024,11,189.0,92.44391632080078,2024-11-01
Campos Verdes,2024,11,49.0,30.09484100341797,2024-11-01
Amorinópolis,2024,11,12.98,56.3044319152832,2024-11-01
Itapirapuã,2024,11,79.1,31.52972412109375,2024-11-01
Inaciolândia,2024,11,36.25,38.29988479614258,2024-11-01
Sanclerlândia,2024,11,82.0,49.5262336730957,2024-11-01
Cezarina,2024,11,51.1,171.64683532714844,2024-11-01
Jesúpolis,2024,11,13.0,37.6005744934082,2024-11-01
Iporá,2024,11,242.39,139.62416076660156,2024-11-01
Uruana,2024,11,38.0,23.363628387451172,2024-11-01
Santo Antônio da Barra,2024,11,100.0,41.450069427490234,2024-11-01
Marzagão,2024,11,13.0,19.849414825439453,2024-11-01
Campos Belos,2024,11,126.84,68.3177261352539,2024-11-01
Vianópolis,2024,11,61.64,81.48475646972656,2024-11-01
Varjão,2024,11,22.0,43.631168365478516,2024-11-01
Jandaia,2024,11,42.55,68.44133758544922,2024-11-01
Urutaí,2024,11,70.0,38.67399978637695,2024-11-01
Aporé,2024,11,14.25,63.08330154418945,2024-11-01
Iaciara,2024,11,40.0,14.340165138244629,2024-11-01
Caturaí,2024,11,63.0,29.71402359008789,2024-11-01
Santa Helena de Goiás,2024,11,380.17,145.73959350585938,2024-11-01
Luziânia,2024,11,556.9,808.801513671875,2024-11-01
Abadiânia,2024,11,118.66,112.3852767944336,2024-11-01
Rianápolis,2024,11,762.0,45.49918746948242,2024-11-01
Itajá,2024,11,38.99,68.55280303955078,2024-11-01
Quirinópolis,2024,11,453.21,332.56201171875,2024-11-01
Vila Boa,2024,11,14.0,55.7446174621582,2024-11-01
Rubiataba,2024,11,162.16,74.94947052001953,2024-11-01
Mairipotaba,2024,11,27.0,20.974102020263672,2024-11-01
Santa Isabel,2024,11,62.0,53.736263275146484,2024-11-01
Catalão,2024,11,620.81,997.5938720703125,2024-11-01
Águas Lindas de Goiás,2024,11,959.53,269.87469482421875,2024-11-01
Santa Tereza de Goiás,2024,11,10.0,59.4636116027832,2024-11-01
Ipameri,2024,11,826.07,239.50901794433594,2024-11-01
Chapadão do Céu,2024,11,31.03,80.2836685180664,2024-11-01
Aragoiânia,2024,11,721.4,50.127506256103516,2024-11-01
Santa Terezinha de Goiás,2024,11,126.0,0.708184003829956,2024-11-01
Jataí,2024,11,5452.9,757.0862426757812,2024-11-01
Carmo do Rio Verde,2024,11,72.0,60.9736213684082,2024-11-01
Mara Rosa,2024,11,84.93,101.78565979003906,2024-11-01
Itapaci,2024,11,68.35,72.87942504882812,2024-11-01
Córrego do Ouro,2024,11,29.34,78.337158203125,2024-11-01
Indiara,2024,11,30.48,104.6492691040039,2024-11-01
Jaupaci,2024,11,6.0,67.40799713134766,2024-11-01
Jussara,2024,11,2596.56,143.26039123535156,2024-11-01
Ipiranga de Goiás,2024,11,64.0,57.3592643737793,2024-11-01
Jaraguá,2024,11,762.5,135.21922302246094,2024-11-01
Vila Propício,2024,11,13.5,58.24008560180664,2024-11-01
Corumbá de Goiás,2024,11,484.65,67.01033020019531,2024-11-01
Morrinhos,2024,11,199.26,316.8410339355469,2024-11-01
Itaguaru,2024,11,23.5,-11.342669486999512,2024-11-01
Mossâmedes,2024,11,20.7,63.792789459228516,2024-11-01
Rio Verde,2024,11,1902.16,1466.1126708984375,2024-11-01
Itauçu,2024,11,41.16,65.60511016845703,2024-11-01
Itarumã,2024,11,4.06,64.88690185546875,2024-11-01
Vicentinópolis,2024,11,30.36,63.71126174926758,2024-11-01
Anápolis,2024,11,2006.54,1789.2532958984375,2024-11-01
Hidrolândia,2024,11,155.12,122.30012512207031,2024-11-01
Posse,2024,11,97.67,42.052913665771484,2024-11-01
Portelândia,2024,11,6.0,46.238887786865234,2024-11-01
Hidrolina,2024,11,28.0,33.34408187866211,2024-11-01
Mozarlândia,2024,11,216.75,105.54549407958984,2024-11-01
Barro Alto,2024,11,19.36,66.71650695800781,2024-11-01
Itaberaí,2024,11,330.44,349.004150390625,2024-11-01
Aragarças,2024,11,129.22,82.8582534790039,2024-11-01
Leopoldo de Bulhões,2024,11,64.96,49.328189849853516,2024-11-01
Castelândia,2024,11,51.0,14.740750312805176,2024-11-01
Castelândia,2024,11,51.0,14.740750312805176,2024-11-01
Heitoraí,2024,11,20.0,29.127704620361328,2024-11-01
Araçu,2024,11,40.36,42.0362434387207,2024-11-01
Itumbiara,2024,11,661.36,838.3548583984375,2024-11-01
Itaguari,2024,11,82.25,43.89181137084961,2024-11-01
Santa Cruz de Goiás,2024,11,30.0,47.34787368774414,2024-11-01
Joviânia,2024,11,26.0,53.95522689819336,2024-11-01
Rio Quente,2024,11,4.5,52.253963470458984,2024-11-01
Campo Limpo de Goiás,2024,11,18.68,82.25867462158203,2024-11-01
Santa Bárbara de Goiás,2024,11,59.57,50.47043228149414,2024-11-01
Guarinos,2024,11,8.0,32.24198532104492,2024-11-01
Mundo Novo,2024,11,13.98,67.03726196289062,2024-11-01
Israelândia,2024,11,13.0,85.03006744384766,2024-11-01
Santa Rita do Araguaia,2024,11,10.0,49.7741584777832,2024-11-01
Itapuranga,2024,11,239.43,119.21497344970703,2024-11-01
Bela Vista de Goiás,2024,11,135.42,188.6338348388672,2024-11-01
Santa Fé de Goiás,2024,11,79.12,37.019718170166016,2024-11-01
Cidade Ocidental,2024,11,666.79,127.54623413085938,2024-11-01
Santo Antônio de Goiás,2024,11,66.24,30.511150360107422,2024-11-01
Rubiataba,2024,12,127.36,78.79216003417969,2024-12-01
Alvorada do Norte,2024,12,51.56,75.36225128173828,2024-12-01
Jaupaci,2024,12,20.95,69.49822235107422,2024-12-01
Padre Bernardo,2024,12,3263.0,128.64358520507812,2024-12-01
Buriti Alegre,2024,12,5071.02,94.08030700683594,2024-12-01
Aruanã,2024,12,75.82,102.63665771484375,2024-12-01
Castelândia,2024,12,34.0,21.79238510131836,2024-12-01
Jussara,2024,12,390.4,152.093017578125,2024-12-01
Rio Verde,2024,12,6490.05,1400.5098876953125,2024-12-01
Catalão,2024,12,644.92,933.608154296875,2024-12-01
Varjão,2024,12,10.0,45.81416702270508,2024-12-01
Fazenda Nova,2024,12,38.0,44.22682571411133,2024-12-01
Palestina de Goiás,2024,12,3.0,60.74770736694336,2024-12-01
Avelinópolis,2024,12,95.0,25.88730239868164,2024-12-01
Vila Propício,2024,12,72.97,43.16587448120117,2024-12-01
Itaguari,2024,12,24.0,49.75999069213867,2024-12-01
Firminópolis,2024,12,91.52,89.0514907836914,2024-12-01
Divinópolis de Goiás,2024,12,25.0,15.537653923034668,2024-12-01
Cidade Ocidental,2024,12,146.88,105.89759063720703,2024-12-01
Doverlândia,2024,12,99.3,55.876041412353516,2024-12-01
Joviânia,2024,12,72.87,36.33537673950195,2024-12-01
Cachoeira Dourada,2024,12,95.93,56.809207916259766,2024-12-01
Caçu,2024,12,187.5,55.85673904418945,2024-12-01
Diorama,2024,12,21.0,50.25174331665039,2024-12-01
Jesúpolis,2024,12,5.0,42.49342727661133,2024-12-01
Senador Canedo,2024,12,938.72,629.3217163085938,2024-12-01
Itaguaru,2024,12,38.66,-18.995250701904297,2024-12-01
Baliza,2024,12,13.17,95.93209075927734,2024-12-01
Palmeiras de Goiás,2024,12,236.88,230.1380157470703,2024-12-01
Serranópolis,2024,12,41.16,78.26243591308594,2024-12-01
Flores de Goiás,2024,12,74.09,2.4370434284210205,2024-12-01
Santo Antônio do Descoberto,2024,12,1110.05,122.9037094116211,2024-12-01
Trindade,2024,12,933.89,376.05535888671875,2024-12-01
Santa Helena de Goiás,2024,12,493.92,121.60527801513672,2024-12-01
Taquaral de Goiás,2024,12,11.0,29.173809051513672,2024-12-01
Ivolândia,2024,12,18.0,68.31161499023438,2024-12-01
Pirenópolis,2024,12,183.9,121.63251495361328,2024-12-01
Santa Bárbara de Goiás,2024,12,56.22,51.165218353271484,2024-12-01
Petrolina de Goiás,2024,12,25.0,54.12944412231445,2024-12-01
Itapuranga,2024,12,3352.19,114.99330139160156,2024-12-01
Três Ranchos,2024,12,3.99,43.03921890258789,2024-12-01
Santa Fé de Goiás,2024,12,50.12,21.05472183227539,2024-12-01
Alexânia,2024,12,94.49,111.91180419921875,2024-12-01
Moiporá,2024,12,3.0,59.8550910949707,2024-12-01
Maurilândia,2024,12,77.34,48.34831619262695,2024-12-01
Itarumã,2024,12,119.56,70.40836334228516,2024-12-01
Aurilândia,2024,12,18.85,43.05997848510742,2024-12-01
Pilar de Goiás,2024,12,76.0,95.5334701538086,2024-12-01
Vicentinópolis,2024,12,58.38,67.58460235595703,2024-12-01
Mineiros,2024,12,336.23,527.7931518554688,2024-12-01
Piracanjuba,2024,12,311.55,106.2622299194336,2024-12-01
Aragarças,2024,12,169.39,93.2728500366211,2024-12-01
Itauçu,2024,12,55.56,67.41291046142578,2024-12-01
Minaçu,2024,12,276.97,94.93233489990234,2024-12-01
Buritinópolis,2024,12,20.0,47.560699462890625,2024-12-01
