Cidade,Ano,Mês,y_true,yhat_xgb,data_ref
Trombas,2024,7,589.27,-474.90176,2024-07-01
Adelândia,2024,7,560.82,-298.26636,2024-07-01
Ipameri,2024,7,4823.99,8255.297,2024-07-01
Santa Helena de Goiás,2024,7,7437.16,7346.039,2024-07-01
Indiara,2024,7,2422.02,471.93915,2024-07-01
Pirenópolis,2024,7,5185.05,1276.1552,2024-07-01
Cristalina,2024,7,10877.45,2025.2864,2024-07-01
Santa Cruz de Goiás,2024,7,1228.15,-261.34067,2024-07-01
Água Limpa,2024,7,333.81,-389.31036,2024-07-01
Campo Limpo de Goiás,2024,7,2324.32,-265.48138,2024-07-01
Pires do Rio,2024,7,9148.72,1587.1456,2024-07-01
Aurilândia,2024,7,508.08,-228.63571,2024-07-01
Aragoiânia,2024,7,2504.98,727.3143,2024-07-01
Campinaçu,2024,7,457.12,2349.7605,2024-07-01
Sanclerlândia,2024,7,2884.1,-352.21558,2024-07-01
Uirapuru,2024,7,390.73,1298.3475,2024-07-01
São Simão,2024,7,4408.3099999999995,1885.604,2024-07-01
Águas Lindas de Goiás,2024,7,4238.41,1980.8947,2024-07-01
Urutaí,2024,7,3672.09,-271.662,2024-07-01
Formosa,2024,7,11557.67,6514.083,2024-07-01
Goiânia,2024,7,207118.49000000002,176059.27,2024-07-01
Barro Alto,2024,7,1036.3700000000001,113.567245,2024-07-01
Orizona,2024,7,7044.42,1923.4102,2024-07-01
Cocalzinho de Goiás,2024,7,3217.64,116.52602,2024-07-01
Ouro Verde de Goiás,2024,7,1452.94,-206.75026,2024-07-01
Aloândia,2024,7,597.56,1842.5488,2024-07-01
Vila Propício,2024,7,1493.0,-62.64815,2024-07-01
Formoso,2024,7,1223.24,-678.4013,2024-07-01
Santa Terezinha de Goiás,2024,7,1570.06,-546.3717,2024-07-01
Rio Verde,2024,7,54961.62,23578.291,2024-07-01
Anápolis,2024,7,57666.0,19522.525,2024-07-01
Acreúna,2024,7,4645.58,2049.9932,2024-07-01
Novo Planalto,2024,7,1073.01,-821.71643,2024-07-01
Vila Boa,2024,7,199.55,-171.36877,2024-07-01
Goiás,2024,7,6597.23,-3071.5505,2024-07-01
Jaraguá,2024,7,7660.81,3051.755,2024-07-01
Novo Brasil,2024,7,1050.26,-166.5191,2024-07-01
Jandaia,2024,7,1828.49,829.94727,2024-07-01
Bela Vista de Goiás,2024,7,7043.0,2466.7666,2024-07-01
Americano do Brasil,2024,7,1345.35,-206.75026,2024-07-01
Ivolândia,2024,7,597.9399999999999,-262.8849,2024-07-01
Rubiataba,2024,7,3276.08,-22.74895,2024-07-01
Aparecida de Goiânia,2024,7,61540.34,25167.467,2024-07-01
Novo Gama,2024,7,2003.56,583.5565,2024-07-01
Itumbiara,2024,7,33455.45,8748.915,2024-07-01
Carmo do Rio Verde,2024,7,1092.85,-294.83316,2024-07-01
Caldas Novas,2024,7,68587.79000000001,26569.51,2024-07-01
Santo Antônio da Barra,2024,7,1345.96,297.01227,2024-07-01
Caldas Novas,2024,7,69670.48,26569.51,2024-07-01
Itarumã,2024,7,1950.47,43.984287,2024-07-01
Itauçu,2024,7,1264.52,-260.69946,2024-07-01
Rio Quente,2024,7,1639.35,68.29492,2024-07-01
Amorinópolis,2024,7,741.25,-297.79425,2024-07-01
Gouvelândia,2024,7,1001.3299999999999,-426.10828,2024-07-01
Itapirapuã,2024,7,1746.68,-132.23112,2024-07-01
Córrego do Ouro,2024,7,775.27,-132.38539,2024-07-01
Teresina de Goiás,2024,7,256.84,-389.31036,2024-07-01
Rianápolis,2024,7,980.28,-240.88399,2024-07-01
Cocalzinho de Goiás,2024,7,3227.74,116.52602,2024-07-01
Santa Tereza de Goiás,2024,7,481.93,-127.497055,2024-07-01
Itapaci,2024,7,9187.12,1786.0963,2024-07-01
Avelinópolis,2024,7,301.12,-298.26636,2024-07-01
Palmeiras de Goiás,2024,7,10152.67,3901.5527,2024-07-01
Quirinópolis,2024,7,12073.8,4484.832,2024-07-01
Itajá,2024,7,914.3,-28.648159,2024-07-01
Cromínia,2024,7,1341.5,-223.90144,2024-07-01
Guapó,2024,7,6316.78,650.19165,2024-07-01
Palestina de Goiás,2024,7,626.8000000000001,1691.7703,2024-07-01
Turvânia,2024,7,1017.14,-426.10828,2024-07-01
Goiatuba,2024,7,8382.63,1678.0552,2024-07-01
Ouvidor,2024,7,1263.94,2783.6958,2024-07-01
Aparecida do Rio Doce,2024,7,616.04,-720.84424,2024-07-01
Baliza,2024,7,363.52,-5.9600687,2024-07-01
Padre Bernardo,2024,7,8751.83,3051.755,2024-07-01
Itapuranga,2024,7,5196.02,1310.289,2024-07-01
Caldazinha,2024,7,838.0699999999999,-228.63571,2024-07-01
Acreúna,2024,8,4853.3099999999995,2090.2473,2024-08-01
Uruana,2024,8,3094.47,259.0979,2024-08-01
Goiás,2024,8,6784.72,2055.1807,2024-08-01
Adelândia,2024,8,576.82,-548.51337,2024-08-01
Goiatuba,2024,8,8810.34,6634.7495,2024-08-01
Mineiros,2024,8,25688.04,-444.81348,2024-08-01
Guarinos,2024,8,162.05,-189.33028,2024-08-01
Faina,2024,8,867.65,122.66109,2024-08-01
Carmo do Rio Verde,2024,8,1137.1200000000001,-182.02278,2024-08-01
Campos Belos,2024,8,1630.87,-500.2383,2024-08-01
Turvânia,2024,8,1023.14,-639.5574,2024-08-01
Cabeceiras,2024,8,814.85,233.00812,2024-08-01
Guapó,2024,8,6371.78,-74.94588,2024-08-01
Goianésia,2024,8,16579.1,11778.221,2024-08-01
São Francisco de Goiás,2024,8,1009.5799999999999,-569.8213,2024-08-01
Heitoraí,2024,8,1100.39,-548.51337,2024-08-01
Gouvelândia,2024,8,1009.93,-639.5574,2024-08-01
Buriti de Goiás,2024,8,855.35,-548.51337,2024-08-01
Guarani de Goiás,2024,8,97.98,1492.9033,2024-08-01
Maurilândia,2024,8,1306.44,-569.8213,2024-08-01
Goiânia,2024,8,212925.32000000004,113618.125,2024-08-01
Turvelândia,2024,8,639.88,755.81726,2024-08-01
Caçu,2024,8,5375.780000000001,-10620.992,2024-08-01
São João D'Aliança,2024,8,883.2099999999999,254.67259,2024-08-01
Guaraíta,2024,8,226.28,-548.51337,2024-08-01
Minaçu,2024,8,8035.41,8916.961,2024-08-01
Abadiânia,2024,8,3645.85,1642.3832,2024-08-01
Cachoeira Alta,2024,8,5193.13,355.75922,2024-08-01
Castelândia,2024,8,1534.92,-745.3602,2024-08-01
Itajá,2024,8,940.16,-800.16766,2024-08-01
Catalão,2024,8,24019.94,10030.096,2024-08-01
Itapaci,2024,8,9300.1,589.2964,2024-08-01
Lagoa Santa,2024,8,360.65,-926.593,2024-08-01
Itapirapuã,2024,8,1790.68,328.83392,2024-08-01
Gameleira de Goiás,2024,8,1522.75,-279.99887,2024-08-01
Jussara,2024,8,6965.73,2090.2473,2024-08-01
Caldazinha,2024,8,856.0699999999999,-274.40527,2024-08-01
Taquaral de Goiás,2024,8,764.9000000000001,-383.10455,2024-08-01
Itapuranga,2024,8,5449.5,1642.3832,2024-08-01
Flores de Goiás,2024,8,859.01,463.90857,2024-08-01
Joviânia,2024,8,1852.3700000000001,-297.03992,2024-08-01
Itarumã,2024,8,1998.07,-99.72879,2024-08-01
Formoso,2024,8,1255.84,-675.4965,2024-08-01
Itauçu,2024,8,1312.12,-474.14847,2024-08-01
Sítio D'Abadia,2024,8,187.02,-513.13184,2024-08-01
São Miguel do Passa Quatro,2024,8,2085.68,-235.7969,2024-08-01
Jaraguá,2024,8,9082.29,3181.012,2024-08-01
São Patrício,2024,8,303.73,-548.51337,2024-08-01
Jandaia,2024,8,1944.3799999999999,1035.6107,2024-08-01
Ivolândia,2024,8,602.9399999999999,-513.13184,2024-08-01
Jataí,2024,8,25125.05,6158.283,2024-08-01
Itumbiara,2024,8,35094.68,11917.943,2024-08-01
Campinaçu,2024,8,472.12,2732.2034,2024-08-01
Urutaí,2024,8,3678.69,-569.8213,2024-08-01
Caldas Novas,2024,8,70628.57,26005.857,2024-08-01
Caldas Novas,2024,8,71586.66,26005.857,2024-08-01
Caturaí,2024,8,546.66,-548.51337,2024-08-01
Caiapônia,2024,8,6365.57,4537.9834,2024-08-01
São Simão,2024,8,4578.16,574.85583,2024-08-01
Formosa,2024,8,11842.460000000001,517.0801,2024-08-01
Jaupaci,2024,8,809.51,-639.5574,2024-08-01
Castelândia,2024,8,1414.1,-745.3602,2024-08-01
Itaguaru,2024,8,1017.28,93.68915,2024-08-01
Terezópolis de Goiás,2024,8,705.62,-478.77734,2024-08-01
Três Ranchos,2024,8,2472.21,3806.9182,2024-08-01
Matrinchã,2024,8,5268.4800000000005,122.66109,2024-08-01
Hidrolândia,2024,8,7883.49,1166.5759,2024-08-01
Iaciara,2024,8,8858.67,-16694.668,2024-08-01
Goianápolis,2024,8,2158.93,1493.351,2024-08-01
Fazenda Nova,2024,8,1003.26,-569.8213,2024-08-01
Marzagão,2024,8,487.96,-819.7251,2024-08-01
Inaciolândia,2024,8,1699.8899999999999,-929.7998,2024-08-01
Campo Limpo de Goiás,2024,8,2377.79,-243.78552,2024-08-01
São João da Paraúna,2024,8,564.27,-108.99628,2024-08-01
Mara Rosa,2024,8,7598.67,2208.7925,2024-08-01
Indiara,2024,8,2514.26,493.63492,2024-08-01
Ipameri,2024,8,5080.25,3972.384,2024-08-01
Trombas,2024,8,614.75,-122.62074,2024-08-01
Goianira,2024,8,8728.08,1729.2673,2024-08-01
Campo Alegre de Goiás,2024,8,6304.22,757.3287,2024-08-01
Iporá,2024,8,8494.39,2999.5579,2024-08-01
Itaguari,2024,8,1204.82,-364.54587,2024-08-01
São Miguel do Araguaia,2024,8,6857.55,2315.4307,2024-08-01
Uruaçu,2024,8,12433.64,8143.623,2024-08-01
Alexânia,2024,8,5490.22,6663.616,2024-08-01
Itaberaí,2024,8,17887.96,17920.55,2024-08-01
Leopoldo de Bulhões,2024,8,6293.870000000001,-569.8213,2024-08-01
Alto Horizonte,2024,8,1661.96,-569.8213,2024-08-01
Varjão,2024,8,805.52,-455.5898,2024-08-01
Luziânia,2024,8,20019.34,1087.6919,2024-08-01
Mairipotaba,2024,8,462.8,-296.61438,2024-08-01
Goiandira,2024,8,890.12,-639.5574,2024-08-01
Israelândia,2024,8,821.82,-639.5574,2024-08-01
Firminópolis,2024,8,3291.31,-99.72879,2024-08-01
Trindade,2024,8,20359.5,7590.3545,2024-08-01
Campinorte,2024,8,2371.26,1868.9796,2024-08-01
Cachoeira Dourada,2024,8,7115.61,-1870.8381,2024-08-01
Morrinhos,2024,8,13186.58,5690.543,2024-08-01
Ouro Verde de Goiás,2024,8,1482.04,-548.51337,2024-08-01
Santa Tereza de Goiás,2024,8,495.05,-167.25366,2024-08-01
Ouvidor,2024,8,1292.99,4605.251,2024-08-01
Bonópolis,2024,8,2013.65,-265.1375,2024-08-01
Nerópolis,2024,8,4765.49,696.7685,2024-08-01
Abadia de Goiás,2024,8,5276.86,703.26324,2024-08-01
Mozarlândia,2024,8,4179.38,943.86194,2024-08-01
Cocalzinho de Goiás,2024,8,3232.24,64.32907,2024-08-01
Novo Planalto,2024,8,1192.91,-508.50406,2024-08-01
Serranópolis,2024,8,1175.02,-790.52484,2024-08-01
Santo Antônio da Barra,2024,8,1370.46,-229.1764,2024-08-01
Cocalzinho de Goiás,2024,8,3229.99,64.32907,2024-08-01
Orizona,2024,8,9742.42,1584.3535,2024-08-01
Avelinópolis,2024,8,310.12,-548.51337,2024-08-01
Planaltina,2024,8,5388.16,2142.1,2024-08-01
Palmeiras de Goiás,2024,8,10401.31,4482.185,2024-08-01
Cezarina,2024,8,4972.06,605.72455,2024-08-01
Rio Quente,2024,8,1651.83,-149.31073,2024-08-01
Anápolis,2024,8,59787.71,18604.143,2024-08-01
Corumbá de Goiás,2024,8,3783.2,-265.1375,2024-08-01
Alvorada do Norte,2024,8,1247.1,1312.9169,2024-08-01
Cromínia,2024,8,1384.2,-639.5574,2024-08-01
Vicentinópolis,2024,8,1790.47,-569.8213,2024-08-01
Aurilândia,2024,8,518.68,-274.40527,2024-08-01
Mossâmedes,2024,8,2137.5299999999997,-287.01468,2024-08-01
Bom Jardim de Goiás,2024,8,1794.73,-99.72879,2024-08-01
Nova Crixás,2024,8,10150.29,229.73802,2024-08-01
Edealina,2024,8,2651.59,910.4082,2024-08-01
Santa Helena de Goiás,2024,8,7888.1,6953.404,2024-08-01
Córrego do Ouro,2024,8,780.27,-639.5574,2024-08-01
Senador Canedo,2024,8,20886.88,5124.488,2024-08-01
Baliza,2024,8,441.61,-347.72314,2024-08-01
Santo Antônio do Descoberto,2024,8,7024.49,17503.777,2024-08-01
Moiporá,2024,8,459.97,-114.59,2024-08-01
Padre Bernardo,2024,8,8832.63,493.63492,2024-08-01
Quirinópolis,2024,8,12826.93,1492.7386,2024-08-01
Bonfinópolis,2024,8,1152.76,-478.77734,2024-08-01
Pires do Rio,2024,8,9234.3,888.531,2024-08-01
Nova Aurora,2024,8,362.01,-639.5574,2024-08-01
Araguapaz,2024,8,1715.67,701.1683,2024-08-01
Posse,2024,8,3032.07,477.28714,2024-08-01
Vila Boa,2024,8,210.15,-153.57332,2024-08-01
Santa Bárbara de Goiás,2024,8,1186.43,-478.77734,2024-08-01
Ceres,2024,8,6132.5,1800.0331,2024-08-01
Damolândia,2024,8,642.31,-548.51337,2024-08-01
Palestina de Goiás,2024,8,645.4,1646.0007,2024-08-01
Barro Alto,2024,8,1128.19,329.4128,2024-08-01
Nazário,2024,8,1861.56,-74.94588,2024-08-01
Pirenópolis,2024,8,5356.43,1350.5435,2024-08-01
Portelândia,2024,8,2051.32,-220.44495,2024-08-01
Amorinópolis,2024,8,768.25,-639.5574,2024-08-01
Mutunópolis,2024,8,628.12,-513.13184,2024-08-01
Aragarças,2024,8,3756.09,109.021576,2024-08-01
Cristalina,2024,8,13459.95,1411.5864,2024-08-01
Mundo Novo,2024,8,1199.99,-99.72879,2024-08-01
Brazabrantes,2024,8,854.4,-383.10455,2024-08-01
Rianápolis,2024,8,1044.28,-160.71486,2024-08-01
Palminópolis,2024,8,1379.17,-331.46976,2024-08-01
Nova Glória,2024,8,1681.63,-206.9169,2024-08-01
Morro Agudo de Goiás,2024,8,380.5,-67.7914,2024-08-01
Nova Roma,2024,8,102.09,-345.51205,2024-08-01
Paraúna,2024,8,3116.81,468.0895,2024-08-01
Bela Vista de Goiás,2024,8,7365.24,2507.0208,2024-08-01
Montividiu,2024,8,3748.03,493.63492,2024-08-01
Santa Isabel,2024,8,651.6,-233.2002,2024-08-01
Vianópolis,2024,8,5798.96,3801.515,2024-08-01
Professor Jamil,2024,8,877.02,-296.61438,2024-08-01
Santo Antônio de Goiás,2024,8,3158.95,-313.36853,2024-08-01
Santa Rita do Araguaia,2024,8,546.81,-369.60025,2024-08-01
Perolândia,2024,8,524.57,-274.78033,2024-08-01
Montes Claros de Goiás,2024,8,2403.4,329.4128,2024-08-01
Porangatu,2024,8,13667.89,5836.727,2024-08-01
Diorama,2024,8,534.63,-639.5574,2024-08-01
Anicuns,2024,8,2589.76,589.2964,2024-08-01
Petrolina de Goiás,2024,8,1673.41,-404.41245,2024-08-01
Buriti Alegre,2024,8,3046.69,2090.1963,2024-08-01
Corumbaíba,2024,8,1631.22,3599.018,2024-08-01
Rubiataba,2024,8,3414.12,597.9948,2024-08-01
Porteirão,2024,8,957.1899999999999,-770.53625,2024-08-01
Piracanjuba,2024,8,6638.38,1884.4028,2024-08-01
Estrela do Norte,2024,8,1070.04,1244.9089,2024-08-01
Nova Veneza,2024,8,1948.26,16.097979,2024-08-01
Chapadão do Céu,2024,8,2385.19,64.32907,2024-08-01
Amaralina,2024,8,341.26,-513.13184,2024-08-01
Cidade Ocidental,2024,8,3815.7,723.12213,2024-08-01
Pilar de Goiás,2024,8,241.47,686.23425,2024-08-01
Aparecida de Goiânia,2024,8,63091.41,20742.658,2024-08-01
Novo Gama,2024,8,2057.18,279.99503,2024-08-01
Novo Brasil,2024,8,1106.26,-114.59,2024-08-01
Nova América,2024,8,286.15,-188.95491,2024-08-01
Britânia,2024,8,3247.58,64.32907,2024-08-01
Santa Cruz de Goiás,2024,8,1270.95,-535.0091,2024-08-01
Panamá,2024,8,1127.59,671.8454,2024-08-01
Santa Terezinha de Goiás,2024,8,1706.55,876.75934,2024-08-01
Doverlândia,2024,8,1301.72,-404.41245,2024-08-01
Edéia,2024,8,3551.31,-217.4317,2024-08-01
Piranhas,2024,8,3284.67,-30.145826,2024-08-01
Niquelândia,2024,8,8334.24,2870.632,2024-08-01
Santa Fé de Goiás,2024,8,1716.1399999999999,1071.3575,2024-08-01
Americano do Brasil,2024,8,2361.81,944.3325,2024-08-01
Silvânia,2024,8,12248.41,1906.2802,2024-08-01
Vila Propício,2024,8,1501.0,233.00812,2024-08-01
Santa Rita do Novo Destino,2024,8,214.6,-385.17532,2024-08-01
Crixás,2024,8,2367.65,502.8229,2024-08-01
Nova Iguaçu de Goiás,2024,8,641.44,-534.41205,2024-08-01
Aragoiânia,2024,8,2979.02,2430.9065,2024-08-01
Cristianópolis,2024,8,1076.38,-296.61438,2024-08-01
Pontalina,2024,8,6625.23,1642.3832,2024-08-01
Aruanã,2024,8,3920.64,530.89417,2024-08-01
Paranaiguara,2024,8,1703.14,-265.1375,2024-08-01
Sanclerlândia,2024,8,2982.4,-404.41245,2024-08-01
Águas Lindas de Goiás,2024,8,5155.8099999999995,2633.3027,2024-08-01
Rio Verde,2024,8,56320.54,14061.065,2024-08-01
Água Fria de Goiás,2024,8,2774.41,64.32907,2024-08-01
Orizona,2024,9,9831.6,794.79114,2024-09-01
Formosa,2024,9,11962.77,4559.847,2024-09-01
Anicuns,2024,9,2645.84,530.89417,2024-09-01
Iaciara,2024,9,8883.17,-266.4951,2024-09-01
Barro Alto,2024,9,1219.67,271.0107,2024-09-01
Estrela do Norte,2024,9,1080.04,1244.9089,2024-09-01
Caldas Novas,2024,9,74744.54000000001,33328.062,2024-09-01
Porangatu,2024,9,14096.98,5836.727,2024-09-01
Bela Vista de Goiás,2024,9,7817.0,4933.0146,2024-09-01
Campos Belos,2024,9,1637.51,-199.08205,2024-09-01
Jandaia,2024,9,1976.78,987.3906,2024-09-01
Novo Brasil,2024,9,1119.26,-338.4011,2024-09-01
Pontalina,2024,9,6705.23,530.89417,2024-09-01
Aragoiânia,2024,9,3137.7200000000003,561.50244,2024-09-01
Americano do Brasil,2024,9,2400.39,-346.58298,2024-09-01
Urutaí,2024,9,3906.43,2524.9167,2024-09-01
Santa Fé de Goiás,2024,9,1733.94,8.31814,2024-09-01
Itumbiara,2024,9,35857.74,12547.831,2024-09-01
Novo Gama,2024,9,2104.96,581.15137,2024-09-01
Itauçu,2024,9,1414.68,-202.48204,2024-09-01
Santo Antônio da Barra,2024,9,1381.46,239.46056,2024-09-01
Novo Planalto,2024,9,1231.31,-857.8804,2024-09-01
Três Ranchos,2024,9,2504.69,-338.4011,2024-09-01
Caldas Novas,2024,9,73165.6,33328.062,2024-09-01
Corumbá de Goiás,2024,9,3795.2,36.018833,2024-09-01
Damolândia,2024,9,706.46,-181.17412,2024-09-01
São Simão,2024,9,4680.58,520.7301,2024-09-01
Hidrolândia,2024,9,8011.86,1467.7322,2024-09-01
Castelândia,2024,9,1582.41,-55.674507,2024-09-01
Cezarina,2024,9,7005.0599999999995,6858.8843,2024-09-01
Córrego do Ouro,2024,9,786.27,-437.62692,2024-09-01
Aloândia,2024,9,615.56,462.13754,2024-09-01
Piranhas,2024,9,3354.41,530.89417,2024-09-01
Ipameri,2024,9,5214.55,2196.342,2024-09-01
Itaguaru,2024,9,1092.84,-225.47556,2024-09-01
Palminópolis,2024,9,1401.17,-367.8909,2024-09-01
Panamá,2024,9,1133.59,-466.06702,2024-09-01
Terezópolis de Goiás,2024,9,781.37,-111.43811,2024-09-01
Araçu,2024,9,681.71,491.76663,2024-09-01
Ipiranga de Goiás,2024,9,790.53,-247.35707,2024-09-01
Crixás,2024,9,2436.07,602.0487,2024-09-01
Uruaçu,2024,9,12706.630000000001,3839.7358,2024-09-01
Itaguari,2024,9,1214.82,-177.62105,2024-09-01
Goianira,2024,9,8948.02,3626.0957,2024-09-01
Aruanã,2024,9,4040.2400000000002,530.89417,2024-09-01
Alexânia,2024,9,5683.07,3425.3547,2024-09-01
Paranaiguara,2024,9,1754.48,201.42772,2024-09-01
Água Fria de Goiás,2024,9,2810.41,365.4855,2024-09-01
Cristianópolis,2024,9,1179.23,194.21936,2024-09-01
Piracanjuba,2024,9,6832.72,3425.3547,2024-09-01
Itaberaí,2024,9,18375.57,4933.0146,2024-09-01
Paraúna,2024,9,3155.93,530.15674,2024-09-01
Santa Isabel,2024,9,679.16,-338.4011,2024-09-01
Santa Rita do Araguaia,2024,9,581.77,-209.58435,2024-09-01
Campinorte,2024,9,2442.9,1784.2382,2024-09-01
Iporá,2024,9,8767.83,3323.7373,2024-09-01
Petrolina de Goiás,2024,9,1702.41,-268.665,2024-09-01
Goiandira,2024,9,913.88,-338.4011,2024-09-01
Israelândia,2024,9,876.94,-272.21805,2024-09-01
Chapadão do Céu,2024,9,2437.55,530.89417,2024-09-01
Arenópolis,2024,9,662.67,-311.2014,2024-09-01
Aurilândia,2024,9,535.32,26.751072,2024-09-01
Cromínia,2024,9,1404.2,-338.4011,2024-09-01
Palmeiras de Goiás,2024,9,10521.880000000001,3370.697,2024-09-01
Itajá,2024,9,985.16,-15.943729,2024-09-01
Planaltina,2024,9,5601.6900000000005,1657.5266,2024-09-01
Damianópolis,2024,9,346.58,-31.325994,2024-09-01
Santa Terezinha de Goiás,2024,9,1814.95,145.41672,2024-09-01
Formoso,2024,9,1305.84,-510.08768,2024-09-01
Itarumã,2024,9,2023.07,36.018833,2024-09-01
Baliza,2024,9,491.75,-145.79253,2024-09-01
Ouvidor,2024,9,1328.85,7116.5137,2024-09-01
Água Limpa,2024,9,367.8,-338.4011,2024-09-01
Inaciolândia,2024,9,1794.97,-240.11407,2024-09-01
Itapuranga,2024,9,5487.46,365.4855,2024-09-01
Vila Propício,2024,9,1523.0,-251.56541,2024-09-01
Pires do Rio,2024,9,9478.3,3842.1282,2024-09-01
Taquaral de Goiás,2024,9,798.9000000000001,-247.35707,2024-09-01
Padre Bernardo,2024,9,9947.03,9680.707,2024-09-01
Goianápolis,2024,9,2161.93,-108.038086,2024-09-01
Campo Limpo de Goiás,2024,9,2483.79,-41.85513,2024-09-01
Caldazinha,2024,9,864.0699999999999,26.751072,2024-09-01
Gameleira de Goiás,2024,9,1538.73,-338.4011,2024-09-01
Pirenópolis,2024,9,5606.49,3422.9631,2024-09-01
Itapirapuã,2024,9,1822.68,-321.1484,2024-09-01
Amorinópolis,2024,9,781.25,-338.4011,2024-09-01
Santa Tereza de Goiás,2024,9,535.13,-385.3549,2024-09-01
Campestre de Goiás,2024,9,1002.3,-338.4011,2024-09-01
Indiara,2024,9,2537.42,629.38257,2024-09-01
Castelândia,2024,9,1629.9,-55.674507,2024-09-01
Catalão,2024,9,24858.25,11103.549,2024-09-01
Santa Helena de Goiás,2024,9,8177.2,3957.053,2024-09-01
Itapaci,2024,9,9374.04,530.89417,2024-09-01
Cristalina,2024,9,13782.45,7367.5303,2024-09-01
Avelinópolis,2024,9,325.12,-247.35707,2024-09-01
Araguapaz,2024,9,1875.71,818.35724,2024-09-01
Jaraguá,2024,9,9390.83,3422.9631,2024-09-01
Hidrolina,2024,9,576.26,-172.99214,2024-09-01
Abadiânia,2024,9,3748.0099999999998,431.66837,2024-09-01
Matrinchã,2024,9,5278.4800000000005,36.018833,2024-09-01
Alvorada do Norte,2024,9,3357.65,6153.436,2024-09-01
Aparecida do Rio Doce,2024,9,633.17,-2101.2554,2024-09-01
Gouvelândia,2024,9,1055.85,-103.256195,2024-09-01
Marzagão,2024,9,506.96,-130.03943,2024-09-01
Serranópolis,2024,9,1232.12,232.05066,2024-09-01
Fazenda Nova,2024,9,1034.06,-268.665,2024-09-01
Mozarlândia,2024,9,4280.38,794.79114,2024-09-01
Campos Verdes,2024,9,746.74,-984.3058,2024-09-01
São João da Paraúna,2024,9,574.27,26.751072,2024-09-01
Edealina,2024,9,2696.59,1211.5646,2024-09-01
Mara Rosa,2024,9,7701.860000000001,2724.7917,2024-09-01
Goianésia,2024,9,17130.45,10952.575,2024-09-01
Brazabrantes,2024,9,930.5,-181.17412,2024-09-01
Mundo Novo,2024,9,1224.71,36.018833,2024-09-01
Cachoeira Alta,2024,9,5337.66,807.0934,2024-09-01
Turvânia,2024,9,1054.46,-338.4011,2024-09-01
Varjão,2024,9,826.12,-338.4011,2024-09-01
Santa Bárbara de Goiás,2024,9,1222.43,-177.62105,2024-09-01
Senador Canedo,2024,9,21640.15,11933.364,2024-09-01
Luziânia,2024,9,20563.07,6787.058,2024-09-01
Guapó,2024,9,6433.12,226.21068,2024-09-01
Quirinópolis,2024,9,13289.44,5858.3223,2024-09-01
Anápolis,2024,9,64457.34,70324.67,2024-09-01
Ceres,2024,9,6457.1,4222.8516,2024-09-01
Cocalzinho de Goiás,2024,9,3291.32,365.4855,2024-09-01
Cocalzinho de Goiás,2024,9,3261.7799999999997,365.4855,2024-09-01
Nazário,2024,9,1926.02,226.21068,2024-09-01
Mambaí,2024,9,433.43,904.80493,2024-09-01
Firminópolis,2024,9,3421.45,874.3684,2024-09-01
Mutunópolis,2024,9,654.36,-211.97548,2024-09-01
Mairipotaba,2024,9,484.8,28.810444,2024-09-01
Mossâmedes,2024,9,2158.09,38.410046,2024-09-01
Goiatuba,2024,9,9010.27,3540.2798,2024-09-01
Cabeceiras,2024,9,858.3100000000001,8.31814,2024-09-01
Montividiu,2024,9,3754.03,629.38257,2024-09-01
São Francisco de Goiás,2024,9,1037.08,-268.665,2024-09-01
Vianópolis,2024,9,5826.8,2524.6174,2024-09-01
Minaçu,2024,9,8213.98,1513.3811,2024-09-01
Acreúna,2024,9,5017.09,1467.7322,2024-09-01
Montes Claros de Goiás,2024,9,2467.52,271.0107,2024-09-01
Águas Lindas de Goiás,2024,9,5490.38,4903.5225,2024-09-01
Aparecida de Goiânia,2024,9,65613.13,28204.564,2024-09-01
Buriti Alegre,2024,9,3147.93,952.2838,2024-09-01
São Domingos,2024,9,586.47,1492.9033,2024-09-01
Carmo do Rio Verde,2024,9,1173.82,-268.665,2024-09-01
Moiporá,2024,9,467.81,-338.4011,2024-09-01
Mineiros,2024,9,26047.29,2946.7935,2024-09-01
Rubiataba,2024,9,3501.5,226.21068,2024-09-01
Buriti de Goiás,2024,9,1022.95,491.76663,2024-09-01
Leopoldo de Bulhões,2024,9,6338.870000000001,-103.256195,2024-09-01
Faina,2024,9,912.59,201.42772,2024-09-01
Rio Verde,2024,9,57642.26,19651.037,2024-09-01
Morro Agudo de Goiás,2024,9,389.8,-338.4011,2024-09-01
São João D'Aliança,2024,9,886.2099999999999,105.601776,2024-09-01
Britânia,2024,9,3257.64,365.4855,2024-09-01
Goiânia,2024,9,218120.42,64230.3,2024-09-01
Edéia,2024,9,3633.71,273.4018,2024-09-01
Rio Quente,2024,9,1678.83,151.84557,2024-09-01
Alto Paraíso de Goiás,2024,9,853.9,-266.4951,2024-09-01
Morrinhos,2024,9,13501.48,6252.3706,2024-09-01
Montividiu do Norte,2024,9,210.63,-426.4443,2024-09-01
Maurilândia,2024,9,1328.67,-268.665,2024-09-01
Silvânia,2024,9,12488.619999999999,3422.9631,2024-09-01
Caçu,2024,9,5517.3,1234.4578,2024-09-01
Mimoso de Goiás,2024,9,66.25,-267.98654,2024-09-01
Sanclerlândia,2024,9,2998.2,-268.665,2024-09-01
Goiás,2024,9,7031.99,3422.9631,2024-09-01
Bonópolis,2024,9,2023.52,36.018833,2024-09-01
Trindade,2024,9,20934.71,16066.501,2024-09-01
