Cidade,Ano,Mês,y_true,yhat_mlp,data_ref
Alto Horizonte,2024,7,1619.36,633.4176,2024-07-01
Montividiu,2024,7,3681.9900000000002,1237.4448,2024-07-01
Morro Agudo de Goiás,2024,7,325.94,323.38803,2024-07-01
Edealina,2024,7,2603.61,1607.6312,2024-07-01
Bonfinópolis,2024,7,1126.76,554.8372,2024-07-01
Cabeceiras,2024,7,810.85,17.829695,2024-07-01
Cachoeira Dourada,2024,7,7053.889999999999,-116.58278,2024-07-01
Cavalcante,2024,7,157.51,1264.7927,2024-07-01
Britânia,2024,7,3212.7,791.14,2024-07-01
São João da Paraúna,2024,7,479.27,572.5281,2024-07-01
Santo Antônio do Descoberto,2024,7,1878.79,1142.9137,2024-07-01
Serranópolis,2024,7,1164.02,658.9311,2024-07-01
Mossâmedes,2024,7,2094.5299999999997,3351.064,2024-07-01
Jussara,2024,7,6744.91,2061.6118,2024-07-01
Alvorada do Norte,2024,7,1019.1,664.59393,2024-07-01
Matrinchã,2024,7,5153.38,7808.861,2024-07-01
Nova América,2024,7,270.15,432.94736,2024-07-01
Marzagão,2024,7,469.96,443.38968,2024-07-01
Mozarlândia,2024,7,4059.77,2055.5308,2024-07-01
Vicentinópolis,2024,7,1775.51,612.22473,2024-07-01
Fazenda Nova,2024,7,979.26,563.536,2024-07-01
Amaralina,2024,7,308.0,574.9535,2024-07-01
Flores de Goiás,2024,7,850.85,997.3379,2024-07-01
Caçu,2024,7,3114.78,808.46405,2024-07-01
São João D'Aliança,2024,7,851.66,1168.0284,2024-07-01
Nova Glória,2024,7,1642.63,142.39201,2024-07-01
Faina,2024,7,820.05,561.2851,2024-07-01
Alto Paraíso de Goiás,2024,7,850.9,531.76056,2024-07-01
Bom Jardim de Goiás,2024,7,1675.5900000000001,629.4092,2024-07-01
Caiapônia,2024,7,4296.97,3458.2913,2024-07-01
Minaçu,2024,7,5367.69,2485.3162,2024-07-01
Cachoeira Alta,2024,7,5037.83,254.56563,2024-07-01
Doverlândia,2024,7,1205.72,597.4324,2024-07-01
Silvânia,2024,7,11949.31,-10272.541,2024-07-01
Caturaí,2024,7,526.66,502.84583,2024-07-01
Abadia de Goiás,2024,7,5149.14,889.26117,2024-07-01
Mundo Novo,2024,7,1118.46,1192.9834,2024-07-01
Maurilândia,2024,7,1277.42,604.1223,2024-07-01
São Miguel do Passa Quatro,2024,7,2036.83,692.49146,2024-07-01
Morrinhos,2024,7,12940.55,2042.8455,2024-07-01
Brazabrantes,2024,7,753.9,403.45773,2024-07-01
Nova Crixás,2024,7,10065.93,-25346.871,2024-07-01
Edéia,2024,7,3535.31,-527.9493,2024-07-01
Mara Rosa,2024,7,7518.85,-363.97403,2024-07-01
Joviânia,2024,7,1784.3700000000001,64.00261,2024-07-01
Montividiu do Norte,2024,7,202.63,161.22075,2024-07-01
Nova Veneza,2024,7,1903.8500000000001,755.9899,2024-07-01
Gameleira de Goiás,2024,7,1516.75,717.01843,2024-07-01
Terezópolis de Goiás,2024,7,676.11,428.50424,2024-07-01
Petrolina de Goiás,2024,7,1628.69,598.97644,2024-07-01
Professor Jamil,2024,7,871.02,-950.42346,2024-07-01
Goiandira,2024,7,866.12,418.1687,2024-07-01
Uruana,2024,7,2990.87,-255.9056,2024-07-01
Guarinos,2024,7,138.59,595.44653,2024-07-01
Chapadão do Céu,2024,7,2350.26,1337.2667,2024-07-01
Campinorte,2024,7,2289.84,894.87683,2024-07-01
Israelândia,2024,7,803.32,362.83835,2024-07-01
Trindade,2024,7,19949.76,7159.389,2024-07-01
Posse,2024,7,2973.07,834.65857,2024-07-01
Piracanjuba,2024,7,6371.7300000000005,-170.06728,2024-07-01
Goianira,2024,7,8596.99,1389.6803,2024-07-01
Abadiânia,2024,7,3446.2599999999998,652.4083,2024-07-01
Heitoraí,2024,7,1072.07,533.6462,2024-07-01
Arenópolis,2024,7,640.39,432.0145,2024-07-01
Perolândia,2024,7,507.33,606.6677,2024-07-01
Santa Rita do Araguaia,2024,7,493.01,-780.8893,2024-07-01
Itaberaí,2024,7,12498.71,3147.8318,2024-07-01
Santa Rosa de Goiás,2024,7,868.91,486.0663,2024-07-01
Santa Bárbara de Goiás,2024,7,1147.88,684.5015,2024-07-01
Itaguaru,2024,7,994.84,-150.17073,2024-07-01
Panamá,2024,7,1091.59,-809.60913,2024-07-01
Castelândia,2024,7,1186.52,476.35544,2024-07-01
Itaguari,2024,7,1193.82,418.19193,2024-07-01
Goianésia,2024,7,14902.52,4062.2795,2024-07-01
Campos Verdes,2024,7,707.9,903.30774,2024-07-01
Uruaçu,2024,7,11363.970000000001,4012.2585,2024-07-01
Aruanã,2024,7,3831.2200000000003,1916.3473,2024-07-01
Paranaiguara,2024,7,1677.14,746.86536,2024-07-01
Alexânia,2024,7,4356.86,1040.4414,2024-07-01
Crixás,2024,7,2264.7,3274.6545,2024-07-01
Paraúna,2024,7,3057.01,1435.942,2024-07-01
Corumbaíba,2024,7,1534.41,345.24515,2024-07-01
Iporá,2024,7,7980.69,1552.5616,2024-07-01
Santa Isabel,2024,7,633.1,679.7919,2024-07-01
Campo Alegre de Goiás,2024,7,6255.2300000000005,1295.6648,2024-07-01
Portelândia,2024,7,1930.96,663.1045,2024-07-01
Planaltina,2024,7,5186.84,990.02344,2024-07-01
Hidrolina,2024,7,529.76,600.69946,2024-07-01
Porteirão,2024,7,917.59,789.3613,2024-07-01
Goianápolis,2024,7,1980.15,335.6921,2024-07-01
Anicuns,2024,7,2504.56,1346.14,2024-07-01
Cidade Ocidental,2024,7,3793.64,1219.1569,2024-07-01
Iaciara,2024,7,2858.67,3064.9739,2024-07-01
Três Ranchos,2024,7,1397.45,263.4014,2024-07-01
Porangatu,2024,7,13245.92,3813.557,2024-07-01
Corumbá de Goiás,2024,7,3745.96,614.50964,2024-07-01
Campos Belos,2024,7,1595.87,700.7917,2024-07-01
Pontalina,2024,7,6433.17,360.379,2024-07-01
Hidrolândia,2024,7,7756.24,1439.7627,2024-07-01
Santa Fé de Goiás,2024,7,1568.44,-6.6246505,2024-07-01
Castelândia,2024,7,1293.28,476.35544,2024-07-01
Inaciolândia,2024,7,1653.37,-86.23921,2024-07-01
Catalão,2024,7,23258.13,21635.947,2024-07-01
Turvelândia,2024,7,631.88,688.7395,2024-07-01
Araguapaz,2024,7,1586.12,553.301,2024-07-01
Aragarças,2024,7,3643.15,1082.8518,2024-07-01
Cristianópolis,2024,7,1034.38,-848.5019,2024-07-01
Ipiranga de Goiás,2024,7,769.85,418.01755,2024-07-01
Araçu,2024,7,554.27,349.31876,2024-07-01
Piranhas,2024,7,3234.9900000000002,1308.1998,2024-07-01
Trombas,2024,7,589.27,313.2916,2024-07-01
Adelândia,2024,7,560.82,343.70618,2024-07-01
Ipameri,2024,7,4823.99,-322.94257,2024-07-01
Santa Helena de Goiás,2024,7,7437.16,2801.8352,2024-07-01
Indiara,2024,7,2422.02,887.08093,2024-07-01
Pirenópolis,2024,7,5185.05,1400.4021,2024-07-01
Cristalina,2024,7,10877.45,4711.4375,2024-07-01
Santa Cruz de Goiás,2024,7,1228.15,-840.0899,2024-07-01
Água Limpa,2024,7,333.81,507.28445,2024-07-01
Campo Limpo de Goiás,2024,7,2324.32,324.49078,2024-07-01
Pires do Rio,2024,7,9148.72,19524.875,2024-07-01
Aurilândia,2024,7,508.08,554.1453,2024-07-01
Aragoiânia,2024,7,2504.98,916.587,2024-07-01
Campinaçu,2024,7,457.12,697.78326,2024-07-01
Sanclerlândia,2024,7,2884.1,619.2378,2024-07-01
Uirapuru,2024,7,390.73,704.3601,2024-07-01
São Simão,2024,7,4408.3099999999995,1441.6361,2024-07-01
Águas Lindas de Goiás,2024,7,4238.41,687.2766,2024-07-01
Urutaí,2024,7,3672.09,10.873426,2024-07-01
Formosa,2024,7,11557.67,3193.1514,2024-07-01
Goiânia,2024,7,207118.49000000002,112426.31,2024-07-01
Barro Alto,2024,7,1036.3700000000001,894.6025,2024-07-01
Orizona,2024,7,7044.42,1197.5262,2024-07-01
Cocalzinho de Goiás,2024,7,3217.64,810.96155,2024-07-01
Ouro Verde de Goiás,2024,7,1452.94,253.66922,2024-07-01
Aloândia,2024,7,597.56,-339.55215,2024-07-01
Vila Propício,2024,7,1493.0,-173.14537,2024-07-01
Formoso,2024,7,1223.24,912.712,2024-07-01
Santa Terezinha de Goiás,2024,7,1570.06,463.84503,2024-07-01
Rio Verde,2024,7,54961.62,25305.045,2024-07-01
Anápolis,2024,7,57666.0,11044.61,2024-07-01
Acreúna,2024,7,4645.58,1735.8402,2024-07-01
Novo Planalto,2024,7,1073.01,1307.3452,2024-07-01
Vila Boa,2024,7,199.55,558.04034,2024-07-01
Goiás,2024,7,6597.23,4654.4976,2024-07-01
Jaraguá,2024,7,7660.81,2192.5527,2024-07-01
Novo Brasil,2024,7,1050.26,1016.9013,2024-07-01
Jandaia,2024,7,1828.49,504.44974,2024-07-01
Bela Vista de Goiás,2024,7,7043.0,1793.1681,2024-07-01
Americano do Brasil,2024,7,1345.35,253.43028,2024-07-01
Ivolândia,2024,7,597.9399999999999,553.7035,2024-07-01
Rubiataba,2024,7,3276.08,781.0575,2024-07-01
Aparecida de Goiânia,2024,7,61540.34,10388.885,2024-07-01
Novo Gama,2024,7,2003.56,591.7208,2024-07-01
Itumbiara,2024,7,33455.45,28749.0,2024-07-01
Carmo do Rio Verde,2024,7,1092.85,510.64957,2024-07-01
Caldas Novas,2024,7,68587.79000000001,26066.85,2024-07-01
Santo Antônio da Barra,2024,7,1345.96,1120.4603,2024-07-01
Caldas Novas,2024,7,69670.48,26066.85,2024-07-01
Itarumã,2024,7,1950.47,1072.5885,2024-07-01
Itauçu,2024,7,1264.52,338.87827,2024-07-01
Rio Quente,2024,7,1639.35,699.08276,2024-07-01
Amorinópolis,2024,7,741.25,566.36835,2024-07-01
Gouvelândia,2024,7,1001.3299999999999,490.6248,2024-07-01
Itapirapuã,2024,7,1746.68,-170.71236,2024-07-01
Córrego do Ouro,2024,7,775.27,362.835,2024-07-01
Teresina de Goiás,2024,7,256.84,503.41293,2024-07-01
Rianápolis,2024,7,980.28,356.35837,2024-07-01
Cocalzinho de Goiás,2024,7,3227.74,810.96155,2024-07-01
Santa Tereza de Goiás,2024,7,481.93,14.46446,2024-07-01
Itapaci,2024,7,9187.12,1631.1093,2024-07-01
Avelinópolis,2024,7,301.12,476.95334,2024-07-01
Palmeiras de Goiás,2024,7,10152.67,1988.913,2024-07-01
Quirinópolis,2024,7,12073.8,2947.928,2024-07-01
Itajá,2024,7,914.3,331.6909,2024-07-01
Cromínia,2024,7,1341.5,547.9533,2024-07-01
Guapó,2024,7,6316.78,781.6218,2024-07-01
Palestina de Goiás,2024,7,626.8000000000001,648.7022,2024-07-01
Turvânia,2024,7,1017.14,604.8201,2024-07-01
Goiatuba,2024,7,8382.63,2064.5537,2024-07-01
Ouvidor,2024,7,1263.94,1437.4034,2024-07-01
Aparecida do Rio Doce,2024,7,616.04,-1471.9066,2024-07-01
Baliza,2024,7,363.52,506.8398,2024-07-01
Padre Bernardo,2024,7,8751.83,2361.9773,2024-07-01
Itapuranga,2024,7,5196.02,1219.6304,2024-07-01
Caldazinha,2024,7,838.0699999999999,582.61755,2024-07-01
Acreúna,2024,8,4853.3099999999995,2028.5013,2024-08-01
Uruana,2024,8,3094.47,607.7003,2024-08-01
Goiás,2024,8,6784.72,2152.529,2024-08-01
Adelândia,2024,8,576.82,-28.084856,2024-08-01
Goiatuba,2024,8,8810.34,2416.6838,2024-08-01
Mineiros,2024,8,25688.04,4739.375,2024-08-01
Guarinos,2024,8,162.05,1331.9385,2024-08-01
Faina,2024,8,867.65,752.6208,2024-08-01
Carmo do Rio Verde,2024,8,1137.1200000000001,467.15298,2024-08-01
Campos Belos,2024,8,1630.87,482.8029,2024-08-01
Turvânia,2024,8,1023.14,709.5398,2024-08-01
Cabeceiras,2024,8,814.85,-697.0624,2024-08-01
Guapó,2024,8,6371.78,508.06815,2024-08-01
Goianésia,2024,8,16579.1,7141.319,2024-08-01
São Francisco de Goiás,2024,8,1009.5799999999999,366.10806,2024-08-01
Heitoraí,2024,8,1100.39,296.4313,2024-08-01
Gouvelândia,2024,8,1009.93,1107.762,2024-08-01
Buriti de Goiás,2024,8,855.35,-22.97774,2024-08-01
Guarani de Goiás,2024,8,97.98,1666.9944,2024-08-01
Maurilândia,2024,8,1306.44,384.5861,2024-08-01
Goiânia,2024,8,212925.32000000004,65524.273,2024-08-01
Turvelândia,2024,8,639.88,487.97592,2024-08-01
Caçu,2024,8,5375.780000000001,4728.844,2024-08-01
São João D'Aliança,2024,8,883.2099999999999,2082.85,2024-08-01
Guaraíta,2024,8,226.28,263.43338,2024-08-01
Minaçu,2024,8,8035.41,4857.9087,2024-08-01
Abadiânia,2024,8,3645.85,691.78375,2024-08-01
Cachoeira Alta,2024,8,5193.13,994.01953,2024-08-01
Castelândia,2024,8,1534.92,887.6999,2024-08-01
Itajá,2024,8,940.16,235.25226,2024-08-01
Catalão,2024,8,24019.94,3241.682,2024-08-01
Itapaci,2024,8,9300.1,890.508,2024-08-01
Lagoa Santa,2024,8,360.65,572.2176,2024-08-01
Itapirapuã,2024,8,1790.68,-509.41306,2024-08-01
Gameleira de Goiás,2024,8,1522.75,1376.4294,2024-08-01
Jussara,2024,8,6965.73,2696.9478,2024-08-01
Caldazinha,2024,8,856.0699999999999,488.94626,2024-08-01
Taquaral de Goiás,2024,8,764.9000000000001,336.47324,2024-08-01
Itapuranga,2024,8,5449.5,1382.3932,2024-08-01
Flores de Goiás,2024,8,859.01,1886.5128,2024-08-01
Joviânia,2024,8,1852.3700000000001,318.62357,2024-08-01
Itarumã,2024,8,1998.07,1425.8021,2024-08-01
Formoso,2024,8,1255.84,1472.6757,2024-08-01
Itauçu,2024,8,1312.12,57.84343,2024-08-01
Sítio D'Abadia,2024,8,187.02,582.2907,2024-08-01
São Miguel do Passa Quatro,2024,8,2085.68,422.73203,2024-08-01
Jaraguá,2024,8,9082.29,5161.23,2024-08-01
São Patrício,2024,8,303.73,245.50484,2024-08-01
Jandaia,2024,8,1944.3799999999999,1061.7626,2024-08-01
Ivolândia,2024,8,602.9399999999999,487.8876,2024-08-01
Jataí,2024,8,25125.05,5026.3857,2024-08-01
Itumbiara,2024,8,35094.68,14685.258,2024-08-01
Campinaçu,2024,8,472.12,642.8293,2024-08-01
Urutaí,2024,8,3678.69,700.0868,2024-08-01
Caldas Novas,2024,8,70628.57,19868.21,2024-08-01
Caldas Novas,2024,8,71586.66,19868.21,2024-08-01
Caturaí,2024,8,546.66,300.50095,2024-08-01
Caiapônia,2024,8,6365.57,2651.658,2024-08-01
São Simão,2024,8,4578.16,929.5857,2024-08-01
Formosa,2024,8,11842.460000000001,2380.2024,2024-08-01
Jaupaci,2024,8,809.51,13.636396,2024-08-01
Castelândia,2024,8,1414.1,887.6999,2024-08-01
Itaguaru,2024,8,1017.28,-540.01086,2024-08-01
Terezópolis de Goiás,2024,8,705.62,28.18736,2024-08-01
Três Ranchos,2024,8,2472.21,4527.0723,2024-08-01
Matrinchã,2024,8,5268.4800000000005,917.5795,2024-08-01
Hidrolândia,2024,8,7883.49,1505.2822,2024-08-01
Iaciara,2024,8,8858.67,-15902.113,2024-08-01
Goianápolis,2024,8,2158.93,1840.6361,2024-08-01
Fazenda Nova,2024,8,1003.26,350.28128,2024-08-01
Marzagão,2024,8,487.96,408.08,2024-08-01
Inaciolândia,2024,8,1699.8899999999999,793.9979,2024-08-01
Campo Limpo de Goiás,2024,8,2377.79,149.47948,2024-08-01
São João da Paraúna,2024,8,564.27,739.67847,2024-08-01
Mara Rosa,2024,8,7598.67,2316.8386,2024-08-01
Indiara,2024,8,2514.26,1307.3634,2024-08-01
Ipameri,2024,8,5080.25,546.927,2024-08-01
Trombas,2024,8,614.75,1024.3102,2024-08-01
Goianira,2024,8,8728.08,1732.1283,2024-08-01
Campo Alegre de Goiás,2024,8,6304.22,344.62167,2024-08-01
Iporá,2024,8,8494.39,1686.1002,2024-08-01
Itaguari,2024,8,1204.82,583.14325,2024-08-01
São Miguel do Araguaia,2024,8,6857.55,1896.6615,2024-08-01
Uruaçu,2024,8,12433.64,5478.018,2024-08-01
Alexânia,2024,8,5490.22,3556.1985,2024-08-01
Itaberaí,2024,8,17887.96,-6929.2534,2024-08-01
Leopoldo de Bulhões,2024,8,6293.870000000001,389.22415,2024-08-01
Alto Horizonte,2024,8,1661.96,382.16415,2024-08-01
Varjão,2024,8,805.52,664.87854,2024-08-01
Luziânia,2024,8,20019.34,4603.6777,2024-08-01
Mairipotaba,2024,8,462.8,-194.08028,2024-08-01
Goiandira,2024,8,890.12,1081.8214,2024-08-01
Israelândia,2024,8,821.82,106.991196,2024-08-01
Firminópolis,2024,8,3291.31,1067.1975,2024-08-01
Trindade,2024,8,20359.5,3046.4084,2024-08-01
Campinorte,2024,8,2371.26,1438.3436,2024-08-01
Cachoeira Dourada,2024,8,7115.61,981.60736,2024-08-01
Morrinhos,2024,8,13186.58,2728.7732,2024-08-01
Ouro Verde de Goiás,2024,8,1482.04,-27.393633,2024-08-01
Santa Tereza de Goiás,2024,8,495.05,8.219404,2024-08-01
Ouvidor,2024,8,1292.99,870.3657,2024-08-01
Bonópolis,2024,8,2013.65,592.5521,2024-08-01
Nerópolis,2024,8,4765.49,801.24963,2024-08-01
Abadia de Goiás,2024,8,5276.86,831.2573,2024-08-01
Mozarlândia,2024,8,4179.38,2631.8948,2024-08-01
Cocalzinho de Goiás,2024,8,3232.24,755.1044,2024-08-01
Novo Planalto,2024,8,1192.91,2380.8918,2024-08-01
Serranópolis,2024,8,1175.02,459.33408,2024-08-01
Santo Antônio da Barra,2024,8,1370.46,788.9332,2024-08-01
Cocalzinho de Goiás,2024,8,3229.99,755.1044,2024-08-01
Orizona,2024,8,9742.42,3694.1301,2024-08-01
Avelinópolis,2024,8,310.12,266.16922,2024-08-01
Planaltina,2024,8,5388.16,1453.3561,2024-08-01
Palmeiras de Goiás,2024,8,10401.31,2200.765,2024-08-01
Cezarina,2024,8,4972.06,1219.1232,2024-08-01
Rio Quente,2024,8,1651.83,429.40738,2024-08-01
Anápolis,2024,8,59787.71,13806.881,2024-08-01
Corumbá de Goiás,2024,8,3783.2,492.93808,2024-08-01
Alvorada do Norte,2024,8,1247.1,973.5637,2024-08-01
Cromínia,2024,8,1384.2,325.83905,2024-08-01
Vicentinópolis,2024,8,1790.47,446.06128,2024-08-01
Aurilândia,2024,8,518.68,503.40402,2024-08-01
Mossâmedes,2024,8,2137.5299999999997,440.8796,2024-08-01
Bom Jardim de Goiás,2024,8,1794.73,499.18625,2024-08-01
Nova Crixás,2024,8,10150.29,1765.1001,2024-08-01
Edealina,2024,8,2651.59,1680.9011,2024-08-01
Santa Helena de Goiás,2024,8,7888.1,2778.7556,2024-08-01
Córrego do Ouro,2024,8,780.27,45.332138,2024-08-01
Senador Canedo,2024,8,20886.88,3732.6223,2024-08-01
Baliza,2024,8,441.61,371.61993,2024-08-01
Santo Antônio do Descoberto,2024,8,7024.49,-9259.761,2024-08-01
Moiporá,2024,8,459.97,1586.9825,2024-08-01
Padre Bernardo,2024,8,8832.63,1188.6027,2024-08-01
Quirinópolis,2024,8,12826.93,4121.831,2024-08-01
Bonfinópolis,2024,8,1152.76,588.6066,2024-08-01
Pires do Rio,2024,8,9234.3,4146.697,2024-08-01
Nova Aurora,2024,8,362.01,893.0613,2024-08-01
Araguapaz,2024,8,1715.67,804.60834,2024-08-01
Posse,2024,8,3032.07,801.5046,2024-08-01
Vila Boa,2024,8,210.15,541.52966,2024-08-01
Santa Bárbara de Goiás,2024,8,1186.43,644.8329,2024-08-01
Ceres,2024,8,6132.5,1024.4767,2024-08-01
Damolândia,2024,8,642.31,-20.369585,2024-08-01
Palestina de Goiás,2024,8,645.4,596.43866,2024-08-01
Barro Alto,2024,8,1128.19,815.235,2024-08-01
Nazário,2024,8,1861.56,841.2039,2024-08-01
Pirenópolis,2024,8,5356.43,1924.0509,2024-08-01
Portelândia,2024,8,2051.32,1378.7838,2024-08-01
Amorinópolis,2024,8,768.25,739.87695,2024-08-01
Mutunópolis,2024,8,628.12,414.04355,2024-08-01
Aragarças,2024,8,3756.09,1178.8253,2024-08-01
Cristalina,2024,8,13459.95,2199.4575,2024-08-01
Mundo Novo,2024,8,1199.99,748.23584,2024-08-01
Brazabrantes,2024,8,854.4,181.90477,2024-08-01
Rianápolis,2024,8,1044.28,412.82034,2024-08-01
Palminópolis,2024,8,1379.17,362.6899,2024-08-01
Nova Glória,2024,8,1681.63,167.99754,2024-08-01
Morro Agudo de Goiás,2024,8,380.5,439.6055,2024-08-01
Nova Roma,2024,8,102.09,160.38554,2024-08-01
Paraúna,2024,8,3116.81,1038.5956,2024-08-01
Bela Vista de Goiás,2024,8,7365.24,2345.719,2024-08-01
Montividiu,2024,8,3748.03,1174.066,2024-08-01
Santa Isabel,2024,8,651.6,508.85886,2024-08-01
Vianópolis,2024,8,5798.96,1501.108,2024-08-01
Professor Jamil,2024,8,877.02,-247.87843,2024-08-01
Santo Antônio de Goiás,2024,8,3158.95,392.9257,2024-08-01
Santa Rita do Araguaia,2024,8,546.81,-221.94087,2024-08-01
Perolândia,2024,8,524.57,396.41064,2024-08-01
Montes Claros de Goiás,2024,8,2403.4,1521.1332,2024-08-01
Porangatu,2024,8,13667.89,4149.235,2024-08-01
Diorama,2024,8,534.63,352.5171,2024-08-01
Anicuns,2024,8,2589.76,1798.7081,2024-08-01
Petrolina de Goiás,2024,8,1673.41,406.08078,2024-08-01
Buriti Alegre,2024,8,3046.69,935.5624,2024-08-01
Corumbaíba,2024,8,1631.22,1494.6312,2024-08-01
Rubiataba,2024,8,3414.12,683.087,2024-08-01
Porteirão,2024,8,957.1899999999999,627.9258,2024-08-01
Piracanjuba,2024,8,6638.38,1393.4142,2024-08-01
Estrela do Norte,2024,8,1070.04,1938.9496,2024-08-01
Nova Veneza,2024,8,1948.26,473.88538,2024-08-01
Chapadão do Céu,2024,8,2385.19,1484.1083,2024-08-01
Amaralina,2024,8,341.26,512.3257,2024-08-01
Cidade Ocidental,2024,8,3815.7,821.63947,2024-08-01
Pilar de Goiás,2024,8,241.47,486.63834,2024-08-01
Aparecida de Goiânia,2024,8,63091.41,5879.428,2024-08-01
Novo Gama,2024,8,2057.18,747.0093,2024-08-01
Novo Brasil,2024,8,1106.26,1720.5565,2024-08-01
Nova América,2024,8,286.15,293.9946,2024-08-01
Britânia,2024,8,3247.58,645.81415,2024-08-01
Santa Cruz de Goiás,2024,8,1270.95,-231.8434,2024-08-01
Panamá,2024,8,1127.59,-28.094622,2024-08-01
Santa Terezinha de Goiás,2024,8,1706.55,1160.7213,2024-08-01
Doverlândia,2024,8,1301.72,502.40128,2024-08-01
Edéia,2024,8,3551.31,-259.18454,2024-08-01
Piranhas,2024,8,3284.67,768.9311,2024-08-01
Niquelândia,2024,8,8334.24,3593.823,2024-08-01
Santa Fé de Goiás,2024,8,1716.1399999999999,-215.46669,2024-08-01
Americano do Brasil,2024,8,2361.81,3200.3218,2024-08-01
Silvânia,2024,8,12248.41,1447.5237,2024-08-01
Vila Propício,2024,8,1501.0,599.6966,2024-08-01
Santa Rita do Novo Destino,2024,8,214.6,305.40414,2024-08-01
Crixás,2024,8,2367.65,3159.0913,2024-08-01
Nova Iguaçu de Goiás,2024,8,641.44,938.2068,2024-08-01
Aragoiânia,2024,8,2979.02,1427.6967,2024-08-01
Cristianópolis,2024,8,1076.38,-155.12578,2024-08-01
Pontalina,2024,8,6625.23,1478.4279,2024-08-01
Aruanã,2024,8,3920.64,2173.4187,2024-08-01
Paranaiguara,2024,8,1703.14,1280.2322,2024-08-01
Sanclerlândia,2024,8,2982.4,496.74338,2024-08-01
Águas Lindas de Goiás,2024,8,5155.8099999999995,3761.6555,2024-08-01
Rio Verde,2024,8,56320.54,16611.438,2024-08-01
Água Fria de Goiás,2024,8,2774.41,786.13477,2024-08-01
Orizona,2024,9,9831.6,734.29126,2024-09-01
Formosa,2024,9,11962.77,1154.9731,2024-09-01
Anicuns,2024,9,2645.84,895.8446,2024-09-01
Iaciara,2024,9,8883.17,1221.7391,2024-09-01
Barro Alto,2024,9,1219.67,1580.9996,2024-09-01
Estrela do Norte,2024,9,1080.04,1143.0382,2024-09-01
Caldas Novas,2024,9,74744.54000000001,22636.375,2024-09-01
Porangatu,2024,9,14096.98,4362.4233,2024-09-01
Bela Vista de Goiás,2024,9,7817.0,1792.4125,2024-09-01
Campos Belos,2024,9,1637.51,353.1655,2024-09-01
Jandaia,2024,9,1976.78,244.86467,2024-09-01
Novo Brasil,2024,9,1119.26,497.1157,2024-09-01
Pontalina,2024,9,6705.23,1455.3868,2024-09-01
Aragoiânia,2024,9,3137.7200000000003,848.75793,2024-09-01
Americano do Brasil,2024,9,2400.39,332.06235,2024-09-01
Urutaí,2024,9,3906.43,1475.0197,2024-09-01
Santa Fé de Goiás,2024,9,1733.94,-5.77086,2024-09-01
Itumbiara,2024,9,35857.74,13020.273,2024-09-01
Novo Gama,2024,9,2104.96,513.1083,2024-09-01
Itauçu,2024,9,1414.68,1043.3446,2024-09-01
Santo Antônio da Barra,2024,9,1381.46,600.0209,2024-09-01
Novo Planalto,2024,9,1231.31,1283.7194,2024-09-01
Três Ranchos,2024,9,2504.69,69.54991,2024-09-01
Caldas Novas,2024,9,73165.6,22636.375,2024-09-01
Corumbá de Goiás,2024,9,3795.2,374.09192,2024-09-01
Damolândia,2024,9,706.46,387.678,2024-09-01
São Simão,2024,9,4680.58,570.8363,2024-09-01
Hidrolândia,2024,9,8011.86,1108.8209,2024-09-01
Castelândia,2024,9,1582.41,-30.083513,2024-09-01
Cezarina,2024,9,7005.0599999999995,6127.753,2024-09-01
Córrego do Ouro,2024,9,786.27,279.52972,2024-09-01
Aloândia,2024,9,615.56,936.9154,2024-09-01
Piranhas,2024,9,3354.41,634.212,2024-09-01
Ipameri,2024,9,5214.55,1276.3817,2024-09-01
Itaguaru,2024,9,1092.84,280.72833,2024-09-01
Palminópolis,2024,9,1401.17,392.3179,2024-09-01
Panamá,2024,9,1133.59,-151.37477,2024-09-01
Terezópolis de Goiás,2024,9,781.37,866.50464,2024-09-01
Araçu,2024,9,681.71,1065.6989,2024-09-01
Ipiranga de Goiás,2024,9,790.53,1302.7985,2024-09-01
Crixás,2024,9,2436.07,4488.239,2024-09-01
Uruaçu,2024,9,12706.630000000001,3575.154,2024-09-01
Itaguari,2024,9,1214.82,144.8527,2024-09-01
Goianira,2024,9,8948.02,2281.7668,2024-09-01
Aruanã,2024,9,4040.2400000000002,1726.4393,2024-09-01
Alexânia,2024,9,5683.07,1660.8632,2024-09-01
Paranaiguara,2024,9,1754.48,534.6578,2024-09-01
Água Fria de Goiás,2024,9,2810.41,603.23126,2024-09-01
Cristianópolis,2024,9,1179.23,765.9015,2024-09-01
Piracanjuba,2024,9,6832.72,2386.8303,2024-09-01
Itaberaí,2024,9,18375.57,2104.7095,2024-09-01
Paraúna,2024,9,3155.93,622.8268,2024-09-01
Santa Isabel,2024,9,679.16,1007.52075,2024-09-01
Santa Rita do Araguaia,2024,9,581.77,1124.4733,2024-09-01
Campinorte,2024,9,2442.9,1644.3911,2024-09-01
Iporá,2024,9,8767.83,1501.3177,2024-09-01
Petrolina de Goiás,2024,9,1702.41,353.4625,2024-09-01
Goiandira,2024,9,913.88,124.84764,2024-09-01
Israelândia,2024,9,876.94,403.02963,2024-09-01
Chapadão do Céu,2024,9,2437.55,951.04956,2024-09-01
Arenópolis,2024,9,662.67,678.94604,2024-09-01
Aurilândia,2024,9,535.32,162.37468,2024-09-01
Cromínia,2024,9,1404.2,251.82344,2024-09-01
